Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited_CrossRef,Downloads_Xplore,Award,GraphicsReplicabilityStamp
VAST,2018,RuleMatrix: Visualizing and Understanding Classifiers with Rules,10.1109/tvcg.2018.2864812,http://dx.doi.org/10.1109/TVCG.2018.2864812,342,352,J,Yao Ming;Huamin Qu;Enrico Bertini,Yao Ming;Huamin Qu;Enrico Bertini,"Hong Kong University of Science and Technology, Kowloon, HK;Hong Kong University of Science and Technology, Kowloon, HK;New York University",0.1109/tvcg.2017.2744683;10.1109/tvcg.2017.2744718;10.1109/vast.2017.8585720;10.1109/tvcg.2016.2598831;10.1109/vast.2017.8585721;10.1109/tvcg.2017.2744358;10.1109/tvcg.2016.2598838;10.1109/tvcg.2016.2598828;10.1109/tvcg.2017.2744158;10.1109/visual.2005.1532820;10.1109/vast.2011.6102453;10.1109/tvcg.2017.2744878,"explainable machine learning,rule visualization,visual analytics",171,138,48,2869,,
VAST,2018,Manifold: A Model-Agnostic Framework for Interpretation and Diagnosis of Machine Learning Models,10.1109/tvcg.2018.2864499,http://dx.doi.org/10.1109/TVCG.2018.2864499,364,373,J,Jiawei Zhang 0003;Yang Wang;Piero Molino;Lezhi Li;David S. Ebert,Jiawei Zhang;Yang Wang;Piero Molino;Lezhi Li;David S. Ebert,"Purdue University;Uber Technologies, Inc;Uber AI Labs;Uber Technologies, Inc;Purdue University",0.1109/tvcg.2014.2346660;10.1109/vast.2015.7347637;10.1109/tvcg.2014.2346594;10.1109/tvcg.2013.212;10.1109/tvcg.2017.2744718;10.1109/tvcg.2017.2744938;10.1109/tvcg.2017.2744378;10.1109/tvcg.2013.125;10.1109/tvcg.2014.2346578;10.1109/tvcg.2009.111;10.1109/tvcg.2016.2598838;10.1109/tvcg.2016.2598828;10.1109/infvis.2000.885086;10.1109/tvcg.2017.2744158;10.1109/tvcg.2016.2598829;10.1109/tvcg.2017.2744878,"Interactive machine learning,performance analysis,model comparison,model debugging",181,118,43,2742,,
VAST,2018,iForest: Interpreting Random Forests via Visual Analytics,10.1109/tvcg.2018.2864475,http://dx.doi.org/10.1109/TVCG.2018.2864475,407,416,J,Xun Zhao;Yanhong Wu;Dik Lun Lee;Weiwei Cui,Xun Zhao;Yanhong Wu;Dik Lun Lee;Weiwei Cui,Hong Kong University of Science and Technology;Visa Research;Hong Kong University of Science and Technology;Microsoft Research Asia,0.1109/tvcg.2017.2744378;10.1109/tvcg.2017.2745158;10.1109/vast.2011.6102453,"Interpretable Machine Learning,Random Forests,Random Forest Visualization,Visual Analytics",124,109,60,3521,,
VAST,2018,Seq2Seq-Vis: A Visual Debugging Tool for Sequence-to-Sequence Models,10.1109/tvcg.2018.2865044,http://dx.doi.org/10.1109/TVCG.2018.2865044,353,363,J,Hendrik Strobelt;Sebastian Gehrmann;Michael Behrisch 0001;Adam Perer;Hanspeter Pfister;Alexander M. Rush,Hendrik Strobelt;Sebastian Gehrmann;Michael Behrisch;Adam Perer;Hanspeter Pfister;Alexander M. Rush,"IBM Reseatch, MIT-IBM Watson AI Lab.;Harvard NLP group;Hatvatd Visual Computing group;IBM Reseatch, MIT-IBM Watson AI Lab.;Hatvatd Visual Computing group;Harvard NLP group",0.1109/tvcg.2017.2744718;10.1109/tvcg.2017.2744478;10.1109/tvcg.2017.2744158,"Explainable AI,Visual Debugging,Visual Analytics,Machine Learning,Deep Learning,NLP",180,108,55,2314,HM,
VAST,2018,GAN Lab: Understanding Complex Deep Generative Models using Interactive Visual Experimentation,10.1109/tvcg.2018.2864500,http://dx.doi.org/10.1109/TVCG.2018.2864500,310,320,J,Minsuk Kahng;Nikhil Thorat;Duen Horng (Polo) Chau;Fernanda B. Viégas;Martin Wattenberg,Minsuk Kahng;Nikhil Thorat;Duen Horng (Polo) Chau;Fernanda B. Viégas;Martin Wattenberg,"Georgia Institute of Technology, Atlanta, GA, US;Google Brain;Georgia Institute of Technology, Atlanta, GA, US;Google Brain;Google Brain",0.1109/tvcg.2008.119;10.1109/tvcg.2017.2744683;10.1109/tvcg.2017.2744718;10.1109/tvcg.2017.2744938;10.1109/tvcg.2016.2598831;10.1109/tvcg.2010.177;10.1109/vast.2017.8585721;10.1109/tvcg.2017.2744358;10.1109/tvcg.2017.2744158;10.1109/tvcg.2017.2744878,"Deep learning,information visualization,visual analytics,generative adversarial networks,machine learning,interactive experimentation,explorable explanations",120,88,44,5241,,
VAST,2018,DQNViz: A Visual Analytics Approach to Understand Deep Q-Networks,10.1109/tvcg.2018.2864504,http://dx.doi.org/10.1109/TVCG.2018.2864504,288,298,J,Junpeng Wang;Liang Gou;Han-Wei Shen;Hao Yang 0007,Junpeng Wang;Liang Gou;Han-Wei Shen;Hao Yang,The Ohio State University;Visa Research;The Ohio State University;Visa Research,0.1109/tvcg.2017.2744683;10.1109/tvcg.2014.2346682;10.1109/tvcg.2017.2745320;10.1109/tvcg.2017.2744718;10.1109/tvcg.2011.179;10.1109/tvcg.2017.2744938;10.1109/tvcg.2016.2598831;10.1109/vast.2017.8585721;10.1109/tvcg.2013.200;10.1109/tvcg.2017.2744358;10.1109/tvcg.2017.2744158,"Deep Q-Network (DQN),reinforcement learning,model interpretation,visual analytics",108,83,55,2559,HM,
VAST,2018,ForVizor: Visualizing Spatio-Temporal Team Formations in Soccer,10.1109/tvcg.2018.2865041,http://dx.doi.org/10.1109/TVCG.2018.2865041,65,75,J,Yingcai Wu;Xiao Xie;Jiachen Wang;Dazhen Deng;Hongye Liang;Hui Zhang 0051;Shoubin Cheng;Wei Chen 0001,Yingcai Wu;Xiao Xie;Jiachen Wang;Dazhen Deng;Hongye Liang;Hui Zhang;Shoubin Cheng;Wei Chen,"State Key Lab of CAD&CG, Zhejiang University;State Key Lab of CAD&CG, Zhejiang University;State Key Lab of CAD&CG, Zhejiang University;State Key Lab of CAD&CG, Zhejiang University;State Key Lab of CAD&CG, Zhejiang University;Department of Sport Science, Zhejiang University;Department of Sport Science, Zhejiang University;State Key Lab of CAD&CG, Zhejiang University",0.1109/vast.2008.4677356;10.1109/tvcg.2011.239;10.1109/tvcg.2014.2346433;10.1109/vast.2014.7042477;10.1109/tvcg.2018.2865018;10.1109/tvcg.2016.2598831;10.1109/tvcg.2013.192;10.1109/tvcg.2014.2346445;10.1109/tvcg.2017.2745181;10.1109/tvcg.2017.2744218,"Soccer data,formation analysis,spatio-temporal visualization",79,74,48,2547,,
VAST,2018,Visual Abstraction of Large Scale Geospatial Origin-Destination Movement Data,10.1109/tvcg.2018.2864503,http://dx.doi.org/10.1109/TVCG.2018.2864503,43,53,J,Zhiguang Zhou;Linhao Meng;Cheng Tang;Ying Zhao 0001;Zhiyong Guo;Miaoxin Hu;Wei Chen 0001,Zhiguang Zhou;Linhao Meng;Cheng Tang;Ying Zhao;Zhiyong Guo;Miaoxin Hu;Wei Chen,"School of Information, Zhejiang University of Finance and Economics;State Key Lab of CAD & CG, Zhejiang University;Information School, Zhejiang Sci-tech University;Central South University;School of Information, Zhejiang University of Finance and Economics;School of Information, Zhejiang University of Finance and Economics;State Key Lab of CAD & CG, Zhejiang University",0.1109/tvcg.2017.2744322;10.1109/tvcg.2016.2598667;10.1109/tvcg.2011.202;10.1109/tvcg.2014.2346594;10.1109/tvcg.2008.135;10.1109/tvcg.2011.233;10.1109/tvcg.2013.226;10.1109/tvcg.2009.143;10.1109/tvcg.2014.2346271;10.1109/tvcg.2016.2598432;10.1109/tvcg.2013.196;10.1109/infvis.2005.1532150;10.1109/tvcg.2015.2467691;10.1109/tvcg.2014.2346746;10.1109/tvcg.2016.2598885,"Visual abstraction,human mobility,origin-destination,flow map,representation learning",87,73,51,2487,,
VAST,2018,VIS4ML: An Ontology for Visual Analytics Assisted Machine Learning,10.1109/tvcg.2018.2864838,http://dx.doi.org/10.1109/TVCG.2018.2864838,385,395,J,Dominik Sacha;Matthias Kraus 0002;Daniel A. Keim;Min Chen 0001,Dominik Sacha;Matthias Kraus;Daniel A. Keim;Min Chen,"Universitat Konstanz, Konstanz, Baden-WÃ¼rttemberg, DE;Universitat Konstanz, Konstanz, Baden-WÃ¼rttemberg, DE;Universitat Konstanz, Konstanz, Baden-WÃ¼rttemberg, DE;University of Oxford, Oxford, Oxfordshire, GB",0.1109/tvcg.2017.2744683;10.1109/visual.2004.10;10.1109/vast.2008.4677361;10.1109/tvcg.2017.2744718;10.1109/tvcg.2017.2745178;10.1109/tvcg.2017.2745085;10.1109/tvcg.2017.2744938;10.1109/tvcg.2016.2598831;10.1109/tvcg.2017.2744378;10.1109/tvcg.2017.2745158;10.1109/tvcg.2017.2744358;10.1109/tvcg.2016.2598838;10.1109/tvcg.2016.2598828;10.1109/tvcg.2017.2744805;10.1109/tvcg.2014.2346481;10.1109/tvcg.2016.2598495;10.1109/tvcg.2017.2744158;10.1109/tvcg.2016.2598829;10.1109/visual.2005.1532781;10.1109/tvcg.2016.2598830;10.1109/tvcg.2017.2744878,"Visual Analytics,Visualization,Machine Learning,Human-Computer Interaction,Ontology,VIS4ML",88,67,71,2454,,
VAST,2018,Futzing and Moseying: Interviews with Professional Data Analysts on Exploration Practices,10.1109/tvcg.2018.2865040,http://dx.doi.org/10.1109/TVCG.2018.2865040,22,31,J,Sara Alspaugh;Nava Zokaei;Andrea Liu;Cindy Jin;Marti A. Hearst,Sara Alspaugh;Nava Zokaei;Andrea Liu;Cindy Jin;Marti A. Hearst,"University of California Berkeley, Berkeley, CA, US;University of California Berkeley, Berkeley, CA, US;University of California Berkeley, Berkeley, CA, US;University of California Berkeley, Berkeley, CA, US;University of California Berkeley, Berkeley, CA, US",0.1109/vast.2008.4677365;10.1109/infvis.1997.636793;10.1109/tvcg.2012.219;10.1109/vast.2011.6102438;10.1109/tvcg.2006.122;10.1109/tvcg.2015.2467191,"EDA,exploratory data analysis,interview study,visual analytics tools",86,61,26,1489,,
VAST,2018,Clustrophile 2: Guided Visual Clustering Analysis,10.1109/tvcg.2018.2864477,http://dx.doi.org/10.1109/TVCG.2018.2864477,267,276,J,Marco Cavallo;Çagatay Demiralp,Marco Cavallo;Çağatay Demiralp,IBM Research;MIT CSAIL & Fitnescity Labs,0.1109/tvcg.2011.188;10.1109/tvcg.2013.119;10.1109/tvcg.2012.219;10.1109/tvcg.2017.2745085;10.1109/tvcg.2010.138;10.1109/vast.2007.4388999;10.1109/tvcg.2012.207;10.1109/tvcg.2017.2744805;10.1109/vast.2008.4677350;10.1109/infvis.2004.3;10.1109/tvcg.2015.2467191,"Clustering tour,Guided data analysis,Unsupervised learning,Exploratory data analysis,Interactive clustering analysis,Interpretability,Explainability,Visual data exploration recommendation,Dimensionality reduction,What-if analysis,Clustrophile",77,55,46,1631,,
VAST,2018,TPFlow: Progressive Partition and Multidimensional Pattern Extraction for Large-Scale Spatio-Temporal Data Analysis,10.1109/tvcg.2018.2865018,http://dx.doi.org/10.1109/TVCG.2018.2865018,1,11,J,Dongyu Liu;Panpan Xu;Liu Ren,Dongyu Liu;Panpan Xu;Liu Ren,"Hong Kong University of Science and Technology, Kowloon, HK;Bosch Research North America, Sunnyvale, CA;Bosch Research North America, Sunnyvale, CA",0.1109/tvcg.2016.2598862;10.1109/tvcg.2017.2744419;10.1109/tvcg.2006.161;10.1109/tvcg.2014.2346449;10.1109/tvcg.2013.226;10.1109/tvcg.2013.179;10.1109/tvcg.2016.2598432;10.1109/tvcg.2016.2598831;10.1109/tvcg.2016.2598624;10.1109/tvcg.2017.2744805;10.1109/tvcg.2015.2467112;10.1109/tvcg.2014.2346574;10.1109/infvis.2003.1249018;10.1109/infvis.1999.801851;10.1109/tvcg.2015.2468111;10.1109/tvcg.2018.2865126;10.1109/tvcg.2007.70515,"Spatio-temporal data,tensor decomposition,interactive exploration,automatic pattern discoveries",53,53,67,3332,BP,
VAST,2018,Evaluating Multi-Dimensional Visualizations for Understanding Fuzzy Clusters,10.1109/tvcg.2018.2865020,http://dx.doi.org/10.1109/TVCG.2018.2865020,12,21,J,Ying Zhao 0001;Feng Luo;Minghui Chen;Yingchao Wang;Jiazhi Xia;Fangfang Zhou;Yunhai Wang;Yi Chen 0007;Wei Chen 0001,Ying Zhao;Feng Luo;Minghui Chen;Yingchao Wang;Jiazhi Xia;Fangfang Zhou;Yunhai Wang;Yi Chen;Wei Chen,"Central South University;Central South University;Central South University;Central South University;Central South University;Central South University;Shandong University;Beijing Technology, Business University;State Key Lab of CAD & CG, Zhejiang University",0.1109/infvis.2005.1532136;10.1109/infvis.1998.729559;10.1109/tvcg.2017.2745138;10.1109/vast.2010.5652450;10.1109/visual.1997.663916;10.1109/tvcg.2009.153;10.1109/tvcg.2016.2598831;10.1109/infvis.2004.15;10.1109/tvcg.2017.2744198;10.1109/tvcg.2015.2467324;10.1109/tvcg.2013.153;10.1109/tvcg.2008.173;10.1109/visual.1990.146375;10.1109/tvcg.2017.2744098;10.1109/tvcg.2016.2598479;10.1109/infvis.2003.1249015,"Evaluation,multi-dimensional visualization,fuzzy clustering,parallel coordinate plot,scatterplot matrix,principal component analysis,radviz",55,50,63,1464,,
VAST,2018,Visual Progression Analysis of Event Sequence Data,10.1109/tvcg.2018.2864885,http://dx.doi.org/10.1109/TVCG.2018.2864885,417,426,J,Shunan Guo;Zhuochen Jin;David Gotz;Fan Du;Hongyuan Zha;Nan Cao 0001,Shunan Guo;Zhuochen Jin;David Gotz;Fan Du;Hongyuan Zha;Nan Cao,"East China Normal University;iDVX lab, Tongji University;University of North Carolina, Chapel Hill;University of Maryland;East China Normal University;iDVX lab, Tongji University",0.1109/tvcg.2011.188;10.1109/tvcg.2017.2745278;10.1109/tvcg.2017.2745083;10.1109/vast.2016.7883512;10.1109/tvcg.2014.2346682;10.1109/tvcg.2017.2745320;10.1109/tvcg.2014.2346574;10.1109/tvcg.2009.187;10.1109/tvcg.2014.2346913,"Progression Analysis,Visual Analysis,Event Sequence Data",52,44,49,1816,,
VAST,2018,An Interactive Method to Improve Crowdsourced Annotations,10.1109/tvcg.2018.2864843,http://dx.doi.org/10.1109/TVCG.2018.2864843,235,245,J,Shixia Liu;Changjian Chen;Yafeng Lu;Fang-Xin Ou-Yang;Bin Wang 0021,Shixia Liu;Changjian Chen;Yafeng Lu;Fangxin Ouyang;Bin Wang,"Tsinghua University, Beijing, Beijing, CN;Tsinghua University, Beijing, Beijing, CN;Arizona State University, Tempe, AZ, US;Tsinghua University, Beijing, Beijing, CN;Tsinghua University, Beijing, Beijing, CN",0.1109/tvcg.2016.2598592;10.1109/vast.2014.7042480;10.1109/tvcg.2017.2744818;10.1109/vast.2016.7883520;10.1109/tvcg.2011.202;10.1109/tvcg.2014.2346594;10.1109/tvcg.2013.212;10.1109/tvcg.2011.239;10.1109/tvcg.2012.277;10.1109/vast.2012.6400492;10.1109/tvcg.2016.2598445;10.1109/tvcg.2015.2467622;10.1109/tvcg.2015.2467554;10.1109/tvcg.2017.2744938;10.1109/tvcg.2016.2598831;10.1109/tvcg.2017.2744378;10.1109/vast.2016.7883508;10.1109/tvcg.2009.139;10.1109/tvcg.2016.2598829;10.1109/tvcg.2017.2745078;10.1109/vast.2014.7042494;10.1109/tvcg.2017.2744685;10.1109/tvcg.2013.164;10.1109/vast.2016.7883514,"Crowdsourcing,learning-from-crowds,interactive visualization,focus + context",43,42,65,1538,,
VAST,2018,Situ: Identifying and Explaining Suspicious Behavior in Networks,10.1109/tvcg.2018.2865029,http://dx.doi.org/10.1109/TVCG.2018.2865029,204,214,J,John R. Goodall;Eric D. Ragan;Chad A. Steed;Joel W. Reed;G. David Richardson;Kelly M. T. Huffer;Robert A. Bridges;Jason A. Laska,John R. Goodall;Eric D. Ragan;Chad A. Steed;Joel W. Reed;G. David Richardson;Kelly M.T. Huffer;Robert A. Bridges;Jason A. Laska,"Oak Ridge National Laboratory, Oak Ridge, TN, US;University of Florida, Gainesville, FL, US;Oak Ridge National Laboratory, Oak Ridge, TN, US;Oak Ridge National Laboratory, Oak Ridge, TN, US;Oak Ridge National Laboratory, Oak Ridge, TN, US;Oak Ridge National Laboratory, Oak Ridge, TN, US;Oak Ridge National Laboratory, Oak Ridge, TN, US;Oak Ridge National Laboratory, Oak Ridge, TN, US",0.1109/tvcg.2007.70589,"Network security,situational awareness,privacy and security,streaming data,machine learning,visualization",60,41,55,2072,,
VAST,2018,BitExTract: Interactive Visualization for Extracting Bitcoin Exchange Intelligence,10.1109/tvcg.2018.2864814,http://dx.doi.org/10.1109/TVCG.2018.2864814,162,171,J,Xuanwu Yue;Xinhuan Shu;Xinyu Zhu;Xinnan Du;Zheqing Yu;Dimitrios Papadopoulos 0001;Siyuan Liu,Xuanwu Yue;Xinhuan Shu;Xinyu Zhu;Xinnan Du;Zheqing Yu;Dimitrios Papadopoulos;Siyuan Liu,"Hong Kong University of Science and Technology, Kowloon, HK;Hong Kong University of Science and Technology, Kowloon, HK;Hong Kong University of Science and Technology, Kowloon, HK;Hong Kong University of Science and Technology, Kowloon, HK;Hong Kong University of Science and Technology, Kowloon, HK;Hong Kong University of Science and Technology, Kowloon, HK;Pennsylvania State University, University Park, PA, US",0.1109/tvcg.2008.117;10.1109/tvcg.2011.169;10.1109/vast.2007.4389009;10.1109/tvcg.2009.180;10.1109/tvcg.2014.2346913,"Bitcoin exchange,transaction data,comparative analysis,visual analytics,FinTech",48,41,50,1927,,
VAST,2018,RegressionExplorer: Interactive Exploration of Logistic Regression Models with Subgroup Analysis,10.1109/tvcg.2018.2865043,http://dx.doi.org/10.1109/TVCG.2018.2865043,246,255,J,Dennis Dingen;Marcel van 't Veer;Patrick Houthuizen;Eveline H. J. Mestrom;Hendrikus H. M. Korsten;R. Arthur Bouwman;Jarke J. van Wijk,Dennis Dingen;Marcel van't Veer;Patrick Houthuizen;Eveline H. J. Mestrom;Erik H.H.M. Korsten;Arthur R.A. Bouwman;Jarke van Wijk,"Technische Universiteit Eindhoven, Eindhoven, Noord-Brabant, NL;Catharina Hospital Eindhoven;Catharina Hospital Eindhoven;Catharina Hospital Eindhoven;Catharina Hospital Eindhoven;Catharina Hospital Eindhoven;Technische Universiteit Eindhoven, Eindhoven, Noord-Brabant, NL",0.1109/vast.2017.8585720;10.1109/tvcg.2015.2467325;10.1109/tvcg.2013.125;10.1109/vast.2011.6102453;10.1109/tvcg.2015.2467931;10.1109/vast.2012.6400537,"Visual analytics,Predictive visual analytics,Exploratory data analysis,Multivariate statistics,Regression analysis,Variable selection,Subgroup analysis",44,39,32,1376,,
VAST,2018,Analyzing the Noise Robustness of Deep Neural Networks,10.1109/vast.2018.8802509,http://dx.doi.org/10.1109/VAST.2018.8802509,60,71,C,Mengchen Liu;Shixia Liu;Hang Su 0006;Kelei Cao;Jun Zhu 0001,Mengchen Liu;Shixia Liu;Hang Su;Kelei Cao;Jun Zhu,"School of Software, Tsinghua University;School of Software, Tsinghua University;Dept.of Comp.Sci.Tech., Tsinghua University;School of Software, Tsinghua University;Dept.of Comp.Sci.Tech., Tsinghua University",0.1109/tvcg.2015.2467618;10.1109/tvcg.2011.186;10.1109/tvcg.2016.2598496;10.1109/tvcg.2017.2744683;10.1109/tvcg.2014.2346431;10.1109/tvcg.2014.2346433;10.1109/tvcg.2017.2744199;10.1109/tvcg.2017.2744718;10.1109/tvcg.2017.2744938;10.1109/tvcg.2016.2598831;10.1109/tvcg.2013.196;10.1109/tvcg.2011.209;10.1109/tvcg.2017.2744358;10.1109/tvcg.2016.2598838;10.1109/tvcg.2010.210;10.1109/tvcg.2017.2744018;10.1109/tvcg.2011.183;10.1109/tvcg.2017.2744158;10.1109/visual.2005.1532820;10.1109/vast.2014.7042494;10.1109/tvcg.2017.2744878;10.1109/tvcg.2018.2865041;10.1109/vast.2017.8585721,"Deep neural networks,robustness,adversarial examples,back propagation,multi-level visualization.",55,38,64,851,,
VAST,2018,Visual Analytics for Topic Model Optimization based on User-Steerable Speculative Execution,10.1109/tvcg.2018.2864769,http://dx.doi.org/10.1109/TVCG.2018.2864769,374,384,J,Mennatallah El-Assady;Fabian Sperrle;Oliver Deussen;Daniel A. Keim;Christopher Collins 0001,Mennatallah El-Assady;Fabian Sperrle;Oliver Deussen;Daniel Keim;Christopher Collins,"Universitat Konstanz, Konstanz, Baden-WÃ¼rttemberg, DE;Universitat Konstanz, Konstanz, Baden-WÃ¼rttemberg, DE;Universitat Konstanz, Konstanz, Baden-WÃ¼rttemberg, DE;Universitat Konstanz, Konstanz, Baden-WÃ¼rttemberg, DE;University of Ontario Institute of Technology, Oshawa, ON, CA",0.1109/vast.2014.7042493;10.1109/vast.2011.6102461;10.1109/tvcg.2013.162;10.1109/tvcg.2017.2745080;10.1109/tvcg.2017.2744199;10.1109/tvcg.2017.2743959;10.1109/tvcg.2013.231;10.1109/tvcg.2013.212;10.1109/tvcg.2016.2598445;10.1109/tvcg.2014.2346578;10.1109/tvcg.2013.232,"User-Steerable Topic Modeling,Speculative Execution,Mixed-Initiative Visual Analytics,Explainable Machine Learning",47,36,69,1093,,
VAST,2018,VIS Author Profiles: Interactive Descriptions of Publication Records Combining Text and Visualization,10.1109/tvcg.2018.2865022,http://dx.doi.org/10.1109/TVCG.2018.2865022,152,161,J,Shahid Latif;Fabian Beck 0001,Shahid Latif;Fabian Beck,"Universitat Duisburg-Essen, Duisburg, Nordrhein-Westfalen, DE;Universitat Duisburg-Essen, Duisburg, Nordrhein-Westfalen, DE",0.1109/tvcg.2015.2467757;10.1109/tvcg.2012.252;10.1109/tvcg.2014.2346435;10.1109/tvcg.2007.70582;10.1109/vast.2015.7347632;10.1109/tvcg.2015.2468151;10.1109/tvcg.2013.167,"Natural language generation,document visualization,interactive documents,sparklines,digital libraries",38,32,36,1249,,
VAST,2018,EmbeddingVis: A Visual Analytics Approach to Comparative Network Embedding Inspection,10.1109/vast.2018.8802454,http://dx.doi.org/10.1109/VAST.2018.8802454,48,59,C,Quan Li;Kristanto Sean Njotoprawiro;Hammad Haleem;Qiaoan Chen;Chris Yi;Xiaojuan Ma,Quan Li;Kristanto Sean Njotoprawiro;Hammad Haleem;Qiaoan Chen;Chris Yi;Xiaojuan Ma,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong;Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong;Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong;WeChat, Tencent Technology (Shenzhen) Co., Ltd., Shenzhen, China;WeChat, Tencent Technology (Shenzhen) Co., Ltd., Shenzhen, China;Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong",0.1109/tvcg.2007.70521;10.1109/tvcg.2013.173;10.1109/visual.1990.146402;10.1109/tvcg.2016.2598415;10.1109/tvcg.2017.2745141;10.1109/tvcg.2016.2598838;10.1109/tvcg.2015.2468151,"Human-centered computing,Visualization,Visualization application domains,Visual analytics,Human-centered computing,Visualization,Visualization design and evaluation methods",37,32,52,720,,
VAST,2018,A Visual Analytics Framework for the Detection of Anomalous Call Stack Trees in High Performance Computing Applications,10.1109/tvcg.2018.2865026,http://dx.doi.org/10.1109/TVCG.2018.2865026,215,224,J,Cong Xie;Wei Xu 0020;Klaus Mueller 0001,Cong Xie;Wei Xu;Klaus Mueller,"Department of Computer Science, Stony Brook University;Computational Science Initiative, Brookhaven National Laboratory;Department of Computer Science, Stony Brook University",0.1109/tvcg.2015.2467552;10.1109/tvcg.2012.277;10.1109/vast.2016.7883514;10.1109/tvcg.2016.2598664,"Call Stack,Performance Visualization,Representation Learning,Active Learning,Anomaly Detection",37,31,55,1455,HM,
VAST,2018,EnsembleLens: Ensemble-based Visual Exploration of Anomaly Detection Algorithms with Multidimensional Data,10.1109/tvcg.2018.2864825,http://dx.doi.org/10.1109/TVCG.2018.2864825,109,119,J,Ke Xu;Meng Xia;Xing Mu;Yun Wang 0012;Nan Cao,Ke Xu;Meng Xia;Xing Mu;Yun Wang;Nan Cao,"Hong Kong University of Science and Technology, Kowloon, HK;Hong Kong University of Science and Technology, Kowloon, HK;Hong Kong University of Science and Technology, Kowloon, HK;Hong Kong University of Science and Technology, Kowloon, HK;iDV Lab, Tongji University",0.1109/scivis.2015.7429487;10.1109/tvcg.2017.2744419;10.1109/tvcg.2014.2346448;10.1109/tvcg.2015.2468093;10.1109/visual.1990.146402;10.1109/tvcg.2017.2745178;10.1109/tvcg.2010.181;10.1109/tvcg.2016.2598830;10.1109/tvcg.2014.2346922,"Algorithm Evaluation,Ensemble Analysis,Anomaly Detection,Visual Analysis,Multidimensional Data",38,30,80,1398,,
VAST,2018,GraphProtector: A Visual Interface for Employing and Assessing Multiple Privacy Preserving Graph Algorithms,10.1109/tvcg.2018.2865021,http://dx.doi.org/10.1109/TVCG.2018.2865021,193,203,J,Xu-Meng Wang;Wei Chen 0001;Jia-Kai Chou;Chris Bryan;Huihua Guan;Wenlong Chen;Rusheng Pan;Kwan-Liu Ma,Xumeng Wang;Wei Chen;Jia-Kai Chou;Chris Bryan;Huihua Guan;Wenlong Chen;Rusheng Pan;Kwan-Liu Ma,"Zhejiang University;Zhejiang University;University of California, Davis;University of California, Davis;Zhejiang University, Alibaba Group;Zhejiang University;Zhejiang University;University of California, Davis",0.1109/tvcg.2011.163;10.1109/tvcg.2017.2745139;10.1109/tvcg.2014.2346920,"Graph privacy,k-anonymity,structural features,privacy preservation",35,29,57,1145,,
VAST,2018,Doccurate: A Curation-Based Approach for Clinical Text Visualization,10.1109/tvcg.2018.2864905,http://dx.doi.org/10.1109/TVCG.2018.2864905,142,151,J,Nicole Sultanum;Devin Singh;Michael Brudno;Fanny Chevalier,Nicole Sultanum;Devin Singh;Michael Brudno;Fanny Chevalier,"Hospital for Sick Children and University of Toronto;Hospital for Sick Children;University of Toronto, Toronto, ON, CA;University of Toronto, Toronto, ON, CA",0.1109/vast.2012.6400485;10.1109/tvcg.2015.2467531;10.1109/tvcg.2017.2745118;10.1109/infvis.2000.885098;10.1109/tvcg.2017.2744478;10.1109/tvcg.2015.2467591;10.1109/tvcg.2010.129;10.1109/tvcg.2014.2346677,"Visual Curation,Clinical Text,Text Visualization,Medical Narrative",34,28,40,1346,,
VAST,2018,"SIRIUS: Dual, Symmetric, Interactive Dimension Reductions",10.1109/tvcg.2018.2865047,http://dx.doi.org/10.1109/TVCG.2018.2865047,172,182,J,Michelle Dowling;John E. Wenskovitch;J. T. Fry;Scotland Leman;Leanna House;Chris North 0001,Michelle Dowling;John Wenskovitch;J.T. Fry;Scotland Leman;Leanna House;Chris North,"Virginia Polytechnic Institute and State University, Blacksburg, VA, US;Virginia Polytechnic Institute and State University, Blacksburg, VA, US;Virginia Polytechnic Institute and State University, Blacksburg, VA, US;Virginia Polytechnic Institute and State University, Blacksburg, VA, US;Virginia Polytechnic Institute and State University, Blacksburg, VA, US;Virginia Polytechnic Institute and State University, Blacksburg, VA, US",0.1109/vast.2012.6400493;10.1109/infvis.2005.1532136;10.1109/vast.2014.7042492;10.1109/vast.2012.6400486;10.1109/tvcg.2015.2467552;10.1109/vast.2010.5652443;10.1109/tvcg.2012.260;10.1109/vast.2011.6102449;10.1109/tvcg.2011.220;10.1109/tvcg.2016.2598445;10.1109/tvcg.2016.2598446;10.1109/infvis.2003.1249020;10.1109/tvcg.2008.173;10.1109/tvcg.2011.178;10.1109/tvcg.2012.256;10.1109/tvcg.2016.2598479;10.1109/tvcg.2013.150,"Dimension reduction,semantic interaction,exploratory data analysis,observation projection,attribute projection",35,25,59,1064,,
